Wall time,Step,Value
1683040001.5435843,4227,-0.013824345543980598
1683040014.2406244,4232,-0.041819266974925995
1683040021.894034,4235,-0.02905266173183918
1683040042.4024606,4243,-0.03433031961321831
1683040070.5846868,4254,-0.03087274543941021
1683040093.484472,4263,-0.03084820881485939
1683040101.1158764,4266,-0.03607570752501488
1683040103.6710465,4267,-0.04312722384929657
1683040141.860654,4282,-0.032329704612493515
1683040183.0204318,4298,-0.03684147819876671
1683040198.3713303,4304,-0.0295579731464386
1683040208.6036952,4308,-0.035947222262620926
1683040231.5961883,4317,-0.03829452022910118
1683040236.6879094,4319,-0.038647860288619995
1683040259.7724197,4328,-0.034696441143751144
1683040270.0155625,4332,-0.04344779998064041
1683040298.3553054,4343,-0.041297346353530884
1683040364.989523,4369,-0.02874729409813881
1683040388.005979,4378,-0.04838896170258522
1683040428.192148,4393,-0.035743050277233124
1683040446.0815775,4400,-0.04788368567824364
1683040461.4988112,4406,-0.03623027727007866
1683040472.0440118,4410,-0.03024888224899769
1683040474.62622,4411,-0.034599754959344864
1683040523.4767375,4430,-0.031588103622198105
1683040531.1929348,4433,-0.024382032454013824
1683040624.2857006,4469,-0.037399545311927795
1683040639.941618,4475,-0.028776664286851883
1683040678.9296124,4490,-0.041659582406282425
1683040684.1069427,4492,-0.0484481118619442
1683040728.2232735,4509,-0.03467895835638046
1683040730.8315284,4510,-0.04007995128631592
1683040780.3887537,4529,-0.032515425235033035
1683040783.0274057,4530,-0.026039641350507736
1683040790.866844,4533,-0.036292996257543564
1683040814.4051054,4542,-0.030654367059469223
1683040843.0442276,4553,-0.03665503114461899
1683040908.5489974,4578,-0.04082821309566498
1683040916.3487785,4581,-0.034495677798986435
1683040944.9254599,4592,-0.03424079716205597
1683040952.7229187,4595,-0.031167883425951004
1683040957.9536767,4597,0.008690874092280865
1683040963.1691098,4599,-0.02710517682135105
1683040994.5943437,4611,-0.03531879559159279
1683041039.0347219,4628,-0.031224895268678665
1683041094.1414194,4649,-0.037218354642391205
1683041112.4318855,4656,-0.034142278134822845
1683041133.504643,4664,-0.03777546063065529
1683041144.0095332,4668,-0.035767726600170135
1683041162.353768,4675,-0.03398614004254341
1683041164.9596627,4676,-0.026550834998488426
1683041167.601443,4677,-0.028422165662050247
1683041193.8692546,4687,-0.04489017650485039
1683041262.6692765,4713,-0.03683331608772278
1683041275.916302,4718,-0.026218974962830544
1683041318.1445584,4734,-0.04879797250032425
1683041347.2517033,4745,-0.04233383387327194
1683041357.9224668,4749,-0.024441445246338844
1683041360.5996037,4750,-0.035376183688640594
1683041381.9114542,4758,-0.03259357064962387
1683041397.9083078,4764,-0.031880754977464676
1683041405.8872957,4767,-0.03400134667754173
1683041429.7538798,4776,-0.03689683973789215
1683041440.3621385,4780,-0.04471313953399658
1683041459.0438175,4787,-0.039409372955560684
1683041461.725534,4788,-0.046178869903087616
1683041477.7670238,4794,-0.027425985783338547
1683041493.827967,4800,-0.04026472195982933
1683041499.1641173,4802,-0.03559457138180733
1683041507.1085591,4805,-0.02551169879734516
1683041600.6346629,4840,-0.04087100923061371
1683041632.7649271,4852,-0.029676195234060287
1683041689.7366343,4871,-0.024817083030939102
1683041695.116488,4873,-0.04658082127571106
1683041751.673369,4894,-0.034105218946933746
1683041805.9070785,4914,-0.027468154206871986
1683041870.8071444,4938,-0.041949570178985596
1683041878.90856,4941,-0.027075400575995445
1683041914.070824,4954,-0.0435107983648777
1683041935.7339935,4962,-0.031763967126607895
1683041960.069044,4971,-0.045323364436626434
1683041968.1881065,4974,-0.03407454490661621
1683041973.5304086,4976,-0.03301865607500076
1683041976.1907845,4977,-0.0368536151945591
1683042095.3167794,5021,-0.0447627454996109
1683042111.5899827,5027,-0.030739087611436844
1683042119.7030814,5030,-0.041976239532232285
1683042138.6936646,5037,-0.04643591493368149
1683042173.844335,5050,-0.04227234795689583
1683042179.3163922,5052,-0.029696334153413773
1683042182.0561976,5053,-0.03998057171702385
1683042201.1768255,5060,-0.03639607131481171
1683042250.4042664,5078,-0.03372354060411453
1683042313.0602877,5101,-0.03737816587090492
1683042326.8033712,5106,-0.04521145671606064
1683042381.811741,5126,-0.03199547529220581
1683042387.253099,5128,-0.04144062101840973
